pokedex_number,pokemon_name,next_evolution,pokemon_weight,pokemon_height,pokemon_type,pokemon_abilities
0680,Doublade,"##0679 - Honedge (https://pokemondb.net/pokedex/honedge), ##0680 - Doublade (https://pokemondb.net/pokedex/doublade), ##0681 - Aegislash (https://pokemondb.net/pokedex/aegislash)",4.5 kg,80.0 cm,Steel,"Autotomize (https://pokemondb.net/move/autotomize), Normal (https://pokemondb.net/type/normal), Solar Blade (https://pokemondb.net/move/solar-blade), Swords Dance (https://pokemondb.net/move/swords-dance), Fury Cutter (https://pokemondb.net/move/fury-cutter), Ghost (https://pokemondb.net/type/ghost), Normal (https://pokemondb.net/type/normal), Toxic (https://pokemondb.net/move/toxic), Fighting (https://pokemondb.net/type/fighting)"
0679,Honedge,"##0679 - Honedge (https://pokemondb.net/pokedex/honedge), ##0680 - Doublade (https://pokemondb.net/pokedex/doublade), ##0681 - Aegislash (https://pokemondb.net/pokedex/aegislash)",2.0 kg,80.0 cm,Steel,"Fury Cutter (https://pokemondb.net/move/fury-cutter), Normal (https://pokemondb.net/type/normal), Solar Blade (https://pokemondb.net/move/solar-blade), Swords Dance (https://pokemondb.net/move/swords-dance), Swords Dance (https://pokemondb.net/move/swords-dance), Ghost (https://pokemondb.net/type/ghost), Normal (https://pokemondb.net/type/normal), Toxic (https://pokemondb.net/move/toxic), Fighting (https://pokemondb.net/type/fighting)"
0678,Meowstic,"##0677 - Espurr (https://pokemondb.net/pokedex/espurr), ##0678 - Meowstic (https://pokemondb.net/pokedex/meowstic), ##0678 - Meowstic (https://pokemondb.net/pokedex/meowstic)",8.5 kg,60.0 cm,Psychic,"Disarming Voice (https://pokemondb.net/move/disarming-voice), Disarming Voice (https://pokemondb.net/move/disarming-voice), Charm (https://pokemondb.net/move/charm), Charm (https://pokemondb.net/move/charm), Disarming Voice (https://pokemondb.net/move/disarming-voice), Disarming Voice (https://pokemondb.net/move/disarming-voice), Normal (https://pokemondb.net/type/normal), Psychic (https://pokemondb.net/type/psychic), Pay Day (https://pokemondb.net/move/pay-day), Pay Day (https://pokemondb.net/move/pay-day), Thunderbolt (https://pokemondb.net/move/thunderbolt), Thunderbolt (https://pokemondb.net/move/thunderbolt)"
0677,Espurr,"##0677 - Espurr (https://pokemondb.net/pokedex/espurr), ##0678 - Meowstic (https://pokemondb.net/pokedex/meowstic), ##0678 - Meowstic (https://pokemondb.net/pokedex/meowstic)",3.5 kg,30.0 cm,Psychic,"Leer (https://pokemondb.net/move/leer), Normal (https://pokemondb.net/type/normal), Charm (https://pokemondb.net/move/charm), Leer (https://pokemondb.net/move/leer), Normal (https://pokemondb.net/type/normal), Psychic (https://pokemondb.net/type/psychic), Pay Day (https://pokemondb.net/move/pay-day), Thunderbolt (https://pokemondb.net/move/thunderbolt)"
0675,Pangoro,"##0674 - Pancham (https://pokemondb.net/pokedex/pancham), ##0675 - Pangoro (https://pokemondb.net/pokedex/pangoro)",136.0 kg,210.0 cm,Fighting,"Arm Thrust (https://pokemondb.net/move/arm-thrust), Dark (https://pokemondb.net/type/dark), Dark (https://pokemondb.net/type/dark), Fighting (https://pokemondb.net/type/fighting), Mega Punch (https://pokemondb.net/move/mega-punch), Swords Dance (https://pokemondb.net/move/swords-dance), Arm Thrust (https://pokemondb.net/move/arm-thrust), Steel (https://pokemondb.net/type/steel), Dark (https://pokemondb.net/type/dark), Normal (https://pokemondb.net/type/normal), Work Up (https://pokemondb.net/move/work-up), Ground (https://pokemondb.net/type/ground)"
0674,Pancham,"##0674 - Pancham (https://pokemondb.net/pokedex/pancham), ##0675 - Pangoro (https://pokemondb.net/pokedex/pangoro)",8.0 kg,60.0 cm,Fighting,"Leer (https://pokemondb.net/move/leer), Dark (https://pokemondb.net/type/dark), Fighting (https://pokemondb.net/type/fighting), Mega Punch (https://pokemondb.net/move/mega-punch), Swords Dance (https://pokemondb.net/move/swords-dance), Leer (https://pokemondb.net/move/leer), Dark (https://pokemondb.net/type/dark), Normal (https://pokemondb.net/type/normal), Work Up (https://pokemondb.net/move/work-up), Ground (https://pokemondb.net/type/ground)"
0672,Skiddo,"##0672 - Skiddo (https://pokemondb.net/pokedex/skiddo), ##0673 - Gogoat (https://pokemondb.net/pokedex/gogoat)",31.0 kg,90.0 cm,Grass,"Growth (https://pokemondb.net/move/growth), Normal (https://pokemondb.net/type/normal), Take Down (https://pokemondb.net/move/take-down), Growth (https://pokemondb.net/move/growth), Normal (https://pokemondb.net/type/normal), Grass (https://pokemondb.net/type/grass), Work Up (https://pokemondb.net/move/work-up), Ground (https://pokemondb.net/type/ground)"
0670,Floette,"##0669 - Flabébé (https://pokemondb.net/pokedex/flabebe), ##0670 - Floette (https://pokemondb.net/pokedex/floette), ##0671 - Florges (https://pokemondb.net/pokedex/florges)",0.9 kg,20.0 cm,Fairy,"Fairy Wind (https://pokemondb.net/move/fairy-wind), Normal (https://pokemondb.net/type/normal), Charm (https://pokemondb.net/move/charm), Fairy Wind (https://pokemondb.net/move/fairy-wind), Normal (https://pokemondb.net/type/normal), Normal (https://pokemondb.net/type/normal), Calm Mind (https://pokemondb.net/move/calm-mind), Normal (https://pokemondb.net/type/normal)"
0671,Florges,"##0669 - Flabébé (https://pokemondb.net/pokedex/flabebe), ##0670 - Floette (https://pokemondb.net/pokedex/floette), ##0671 - Florges (https://pokemondb.net/pokedex/florges)",10.0 kg,110.00000000000001 cm,Fairy,"Disarming Voice (https://pokemondb.net/move/disarming-voice), Normal (https://pokemondb.net/type/normal), Charm (https://pokemondb.net/move/charm), Aromatherapy (https://pokemondb.net/move/aromatherapy), Normal (https://pokemondb.net/type/normal), Normal (https://pokemondb.net/type/normal), Fairy (https://pokemondb.net/type/fairy), Calm Mind (https://pokemondb.net/move/calm-mind), Normal (https://pokemondb.net/type/normal)"
0669,Flabébé,"##0669 - Flabébé (https://pokemondb.net/pokedex/flabebe), ##0670 - Floette (https://pokemondb.net/pokedex/floette), ##0671 - Florges (https://pokemondb.net/pokedex/florges)",0.1 kg,10.0 cm,Fairy,"Tackle (https://pokemondb.net/move/tackle), Normal (https://pokemondb.net/type/normal), Charm (https://pokemondb.net/move/charm), Tackle (https://pokemondb.net/move/tackle), Normal (https://pokemondb.net/type/normal), Normal (https://pokemondb.net/type/normal), Calm Mind (https://pokemondb.net/move/calm-mind), Normal (https://pokemondb.net/type/normal)"
0667,Litleo,"##0667 - Litleo (https://pokemondb.net/pokedex/litleo), ##0668 - Pyroar (https://pokemondb.net/pokedex/pyroar)",13.5 kg,60.0 cm,Fire,"Leer (https://pokemondb.net/move/leer), Normal (https://pokemondb.net/type/normal), Take Down (https://pokemondb.net/move/take-down), Leer (https://pokemondb.net/move/leer), Normal (https://pokemondb.net/type/normal), Normal (https://pokemondb.net/type/normal), Work Up (https://pokemondb.net/move/work-up), Ground (https://pokemondb.net/type/ground)"
0668,Pyroar,"##0667 - Litleo (https://pokemondb.net/pokedex/litleo), ##0668 - Pyroar (https://pokemondb.net/pokedex/pyroar)",81.5 kg,150.0 cm,Fire,"Ember (https://pokemondb.net/move/ember), Normal (https://pokemondb.net/type/normal), Take Down (https://pokemondb.net/move/take-down), Ember (https://pokemondb.net/move/ember), Normal (https://pokemondb.net/type/normal), Flying (https://pokemondb.net/type/flying), Work Up (https://pokemondb.net/move/work-up), Ground (https://pokemondb.net/type/ground)"
0666,Vivillon,"##0664 - Scatterbug (https://pokemondb.net/pokedex/scatterbug), ##0665 - Spewpa (https://pokemondb.net/pokedex/spewpa), ##0666 - Vivillon (https://pokemondb.net/pokedex/vivillon)",17.0 kg,120.0 cm,Bug,"Poison Powder (https://pokemondb.net/move/poison-powder), Flying (https://pokemondb.net/type/flying), Poison (https://pokemondb.net/type/poison), Protect (https://pokemondb.net/move/protect), Gust (https://pokemondb.net/move/gust), Flying (https://pokemondb.net/type/flying), Poison (https://pokemondb.net/type/poison), Bug (https://pokemondb.net/type/bug), Bug (https://pokemondb.net/type/bug), Calm Mind (https://pokemondb.net/move/calm-mind), Normal (https://pokemondb.net/type/normal)"
0664,Scatterbug,"##0664 - Scatterbug (https://pokemondb.net/pokedex/scatterbug), ##0665 - Spewpa (https://pokemondb.net/pokedex/spewpa), ##0666 - Vivillon (https://pokemondb.net/pokedex/vivillon)",2.5 kg,30.0 cm,Bug,"String Shot (https://pokemondb.net/move/string-shot), Poison (https://pokemondb.net/type/poison), Struggle Bug (https://pokemondb.net/move/struggle-bug), String Shot (https://pokemondb.net/move/string-shot), Poison (https://pokemondb.net/type/poison), Bug (https://pokemondb.net/type/bug)"
0665,Spewpa,"##0664 - Scatterbug (https://pokemondb.net/pokedex/scatterbug), ##0665 - Spewpa (https://pokemondb.net/pokedex/spewpa), ##0666 - Vivillon (https://pokemondb.net/pokedex/vivillon)",8.4 kg,30.0 cm,Bug,"Harden (https://pokemondb.net/move/harden), Normal (https://pokemondb.net/type/normal), Poison (https://pokemondb.net/type/poison), Protect (https://pokemondb.net/move/protect), Harden (https://pokemondb.net/move/harden), Normal (https://pokemondb.net/type/normal), Poison (https://pokemondb.net/type/poison), Bug (https://pokemondb.net/type/bug), Bug (https://pokemondb.net/type/bug), Protect (https://pokemondb.net/move/protect)"
0663,Talonflame,"##0661 - Fletchling (https://pokemondb.net/pokedex/fletchling), ##0662 - Fletchinder (https://pokemondb.net/pokedex/fletchinder), ##0663 - Talonflame (https://pokemondb.net/pokedex/talonflame)",24.5 kg,120.0 cm,Fire,"Ember (https://pokemondb.net/move/ember), Flying (https://pokemondb.net/type/flying), Take Down (https://pokemondb.net/move/take-down), Ember (https://pokemondb.net/move/ember), Flying (https://pokemondb.net/type/flying), Flying (https://pokemondb.net/type/flying), Fly (https://pokemondb.net/move/fly), Swords Dance (https://pokemondb.net/move/swords-dance)"
0661,Fletchling,"##0661 - Fletchling (https://pokemondb.net/pokedex/fletchling), ##0662 - Fletchinder (https://pokemondb.net/pokedex/fletchinder), ##0663 - Talonflame (https://pokemondb.net/pokedex/talonflame)",1.7 kg,30.0 cm,Normal,"Growl (https://pokemondb.net/move/growl), Flying (https://pokemondb.net/type/flying), Take Down (https://pokemondb.net/move/take-down), Growl (https://pokemondb.net/move/growl), Flying (https://pokemondb.net/type/flying), Flying (https://pokemondb.net/type/flying), Fly (https://pokemondb.net/move/fly), Swords Dance (https://pokemondb.net/move/swords-dance)"
0662,Fletchinder,"##0661 - Fletchling (https://pokemondb.net/pokedex/fletchling), ##0662 - Fletchinder (https://pokemondb.net/pokedex/fletchinder), ##0663 - Talonflame (https://pokemondb.net/pokedex/talonflame)",16.0 kg,70.0 cm,Fire,"Ember (https://pokemondb.net/move/ember), Fire (https://pokemondb.net/type/fire), Flying (https://pokemondb.net/type/flying), Take Down (https://pokemondb.net/move/take-down), Ember (https://pokemondb.net/move/ember), Fire (https://pokemondb.net/type/fire), Flying (https://pokemondb.net/type/flying), Flying (https://pokemondb.net/type/flying), Fly (https://pokemondb.net/move/fly), Swords Dance (https://pokemondb.net/move/swords-dance)"
0673,Gogoat,"##0672 - Skiddo (https://pokemondb.net/pokedex/skiddo), ##0673 - Gogoat (https://pokemondb.net/pokedex/gogoat)",91.0 kg,170.0 cm,Grass,"Earthquake (https://pokemondb.net/move/earthquake), Flying (https://pokemondb.net/type/flying), Normal (https://pokemondb.net/type/normal), Take Down (https://pokemondb.net/move/take-down), Aerial Ace (https://pokemondb.net/move/aerial-ace), Flying (https://pokemondb.net/type/flying), Normal (https://pokemondb.net/type/normal), Flying (https://pokemondb.net/type/flying), Work Up (https://pokemondb.net/move/work-up), Ground (https://pokemondb.net/type/ground)"
0660,Diggersby,"##0659 - Bunnelby (https://pokemondb.net/pokedex/bunnelby), ##0660 - Diggersby (https://pokemondb.net/pokedex/diggersby)",42.4 kg,100.0 cm,Normal,"Laser Focus (https://pokemondb.net/move/laser-focus), Normal (https://pokemondb.net/type/normal), Ground (https://pokemondb.net/type/ground), Mega Punch (https://pokemondb.net/move/mega-punch), Swords Dance (https://pokemondb.net/move/swords-dance), Agility (https://pokemondb.net/move/agility), Normal (https://pokemondb.net/type/normal), Flying (https://pokemondb.net/type/flying), Work Up (https://pokemondb.net/move/work-up), Fighting (https://pokemondb.net/type/fighting)"
0659,Bunnelby,"##0659 - Bunnelby (https://pokemondb.net/pokedex/bunnelby), ##0660 - Diggersby (https://pokemondb.net/pokedex/diggersby)",5.0 kg,40.0 cm,Normal,"Leer (https://pokemondb.net/move/leer), Normal (https://pokemondb.net/type/normal), Dig (https://pokemondb.net/move/dig), Swords Dance (https://pokemondb.net/move/swords-dance), Agility (https://pokemondb.net/move/agility), Normal (https://pokemondb.net/type/normal), Flying (https://pokemondb.net/type/flying), Work Up (https://pokemondb.net/move/work-up), Fighting (https://pokemondb.net/type/fighting)"
0658,Greninja,"##0656 - Froakie (https://pokemondb.net/pokedex/froakie), ##0657 - Frogadier (https://pokemondb.net/pokedex/frogadier), ##0658 - Greninja (https://pokemondb.net/pokedex/greninja)",40.0 kg,150.0 cm,Water,"Growl (https://pokemondb.net/move/growl), Water (https://pokemondb.net/type/water), Fighting (https://pokemondb.net/type/fighting), Take Down (https://pokemondb.net/move/take-down), Bubble (https://pokemondb.net/move/bubble), Water (https://pokemondb.net/type/water), Normal (https://pokemondb.net/type/normal), Flying (https://pokemondb.net/type/flying), Flying (https://pokemondb.net/type/flying), Work Up (https://pokemondb.net/move/work-up), Ground (https://pokemondb.net/type/ground)"
0657,Frogadier,"##0656 - Froakie (https://pokemondb.net/pokedex/froakie), ##0657 - Frogadier (https://pokemondb.net/pokedex/frogadier), ##0658 - Greninja (https://pokemondb.net/pokedex/greninja)",10.9 kg,60.0 cm,Water,"Growl (https://pokemondb.net/move/growl), Fighting (https://pokemondb.net/type/fighting), Take Down (https://pokemondb.net/move/take-down), Bubble (https://pokemondb.net/move/bubble), Normal (https://pokemondb.net/type/normal), Flying (https://pokemondb.net/type/flying), Work Up (https://pokemondb.net/move/work-up), Ground (https://pokemondb.net/type/ground)"
0676,Furfrou,,28.0 kg,120.0 cm,Normal,"Growl (https://pokemondb.net/move/growl), Normal (https://pokemondb.net/type/normal), Normal (https://pokemondb.net/type/normal), Work Up (https://pokemondb.net/move/work-up), Ground (https://pokemondb.net/type/ground), Growl (https://pokemondb.net/move/growl), Normal (https://pokemondb.net/type/normal), Work Up (https://pokemondb.net/move/work-up), Ground (https://pokemondb.net/type/ground)"
0656,Froakie,"##0656 - Froakie (https://pokemondb.net/pokedex/froakie), ##0657 - Frogadier (https://pokemondb.net/pokedex/frogadier), ##0658 - Greninja (https://pokemondb.net/pokedex/greninja)",7.0 kg,30.0 cm,Water,"Growl (https://pokemondb.net/move/growl), Fighting (https://pokemondb.net/type/fighting), Take Down (https://pokemondb.net/move/take-down), Growl (https://pokemondb.net/move/growl), Normal (https://pokemondb.net/type/normal), Flying (https://pokemondb.net/type/flying), Work Up (https://pokemondb.net/move/work-up), Ground (https://pokemondb.net/type/ground)"
0655,Delphox,"##0653 - Fennekin (https://pokemondb.net/pokedex/fennekin), ##0654 - Braixen (https://pokemondb.net/pokedex/braixen), ##0655 - Delphox (https://pokemondb.net/pokedex/delphox)",39.0 kg,150.0 cm,Fire,"Ember (https://pokemondb.net/move/ember), Fire (https://pokemondb.net/type/fire), Normal (https://pokemondb.net/type/normal), Take Down (https://pokemondb.net/move/take-down), Ember (https://pokemondb.net/move/ember), Fire (https://pokemondb.net/type/fire), Fire (https://pokemondb.net/type/fire), Psychic (https://pokemondb.net/type/psychic), Work Up (https://pokemondb.net/move/work-up), Fire (https://pokemondb.net/type/fire)"
0653,Fennekin,"##0653 - Fennekin (https://pokemondb.net/pokedex/fennekin), ##0654 - Braixen (https://pokemondb.net/pokedex/braixen), ##0655 - Delphox (https://pokemondb.net/pokedex/delphox)",9.4 kg,40.0 cm,Fire,"Scratch (https://pokemondb.net/move/scratch), Normal (https://pokemondb.net/type/normal), Take Down (https://pokemondb.net/move/take-down), Scratch (https://pokemondb.net/move/scratch), Fire (https://pokemondb.net/type/fire), Normal (https://pokemondb.net/type/normal), Work Up (https://pokemondb.net/move/work-up), Fire (https://pokemondb.net/type/fire)"
0652,Chesnaught,"##0650 - Chespin (https://pokemondb.net/pokedex/chespin), ##0651 - Quilladin (https://pokemondb.net/pokedex/quilladin), ##0652 - Chesnaught (https://pokemondb.net/pokedex/chesnaught)",90.0 kg,160.0 cm,Grass,"Feint (https://pokemondb.net/move/feint), Grass (https://pokemondb.net/type/grass), Normal (https://pokemondb.net/type/normal), Take Down (https://pokemondb.net/move/take-down), Belly Drum (https://pokemondb.net/move/belly-drum), Grass (https://pokemondb.net/type/grass), Normal (https://pokemondb.net/type/normal), Normal (https://pokemondb.net/type/normal), Grass (https://pokemondb.net/type/grass), Work Up (https://pokemondb.net/move/work-up), Ground (https://pokemondb.net/type/ground)"
0651,Quilladin,"##0650 - Chespin (https://pokemondb.net/pokedex/chespin), ##0651 - Quilladin (https://pokemondb.net/pokedex/quilladin), ##0652 - Chesnaught (https://pokemondb.net/pokedex/chesnaught)",29.0 kg,70.0 cm,Grass,"Growl (https://pokemondb.net/move/growl), Normal (https://pokemondb.net/type/normal), Take Down (https://pokemondb.net/move/take-down), Growl (https://pokemondb.net/move/growl), Grass (https://pokemondb.net/type/grass), Normal (https://pokemondb.net/type/normal), Fighting (https://pokemondb.net/type/fighting), Work Up (https://pokemondb.net/move/work-up), Normal (https://pokemondb.net/type/normal)"
